epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,250.775,1.27246,3.14172,1.64018,0.33542,0.11111,0.11985,0.05078,1.11123,76.3644,1.59035,0.000657534,0.000657534,0.000657534
2,500.498,1.56097,2.87307,1.87292,0.10867,0.2037,0.06159,0.02008,1.17965,57.5941,1.66813,0.00129798,0.00129798,0.00129798
